"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2046","12 years","Both sexes","Method - M3","Number","51236"
"Population Projections based on Census 2022","2046","13 years","Both sexes","Method - M1","Number","59132"
"Population Projections based on Census 2022","2046","13 years","Both sexes","Method - M2","Number","55685"
"Population Projections based on Census 2022","2046","13 years","Both sexes","Method - M3","Number","51848"
"Population Projections based on Census 2022","2046","14 years","Both sexes","Method - M1","Number","59526"
"Population Projections based on Census 2022","2046","14 years","Both sexes","Method - M2","Number","56201"
"Population Projections based on Census 2022","2046","14 years","Both sexes","Method - M3","Number","52535"
"Population Projections based on Census 2022","2046","15 years","Both sexes","Method - M1","Number","60302"
"Population Projections based on Census 2022","2046","15 years","Both sexes","Method - M2","Number","56839"
"Population Projections based on Census 2022","2046","15 years","Both sexes","Method - M3","Number","52952"
"Population Projections based on Census 2022","2046","16 years","Both sexes","Method - M1","Number","61085"
"Population Projections based on Census 2022","2046","16 years","Both sexes","Method - M2","Number","57486"
"Population Projections based on Census 2022","2046","16 years","Both sexes","Method - M3","Number","53364"
"Population Projections based on Census 2022","2046","17 years","Both sexes","Method - M1","Number","61870"
"Population Projections based on Census 2022","2046","17 years","Both sexes","Method - M2","Number","58144"
"Population Projections based on Census 2022","2046","17 years","Both sexes","Method - M3","Number","53735"
"Population Projections based on Census 2022","2046","18 years","Both sexes","Method - M1","Number","62745"
"Population Projections based on Census 2022","2046","18 years","Both sexes","Method - M2","Number","58899"
"Population Projections based on Census 2022","2046","18 years","Both sexes","Method - M3","Number","54205"
"Population Projections based on Census 2022","2046","19 years","Both sexes","Method - M1","Number","63805"
"Population Projections based on Census 2022","2046","19 years","Both sexes","Method - M2","Number","59840"
"Population Projections based on Census 2022","2046","19 years","Both sexes","Method - M3","Number","54859"
"Population Projections based on Census 2022","2046","20 years","Both sexes","Method - M1","Number","64910"
"Population Projections based on Census 2022","2046","20 years","Both sexes","Method - M2","Number","60844"
"Population Projections based on Census 2022","2046","20 years","Both sexes","Method - M3","Number","55580"
"Population Projections based on Census 2022","2046","21 years","Both sexes","Method - M1","Number","65760"
"Population Projections based on Census 2022","2046","21 years","Both sexes","Method - M2","Number","61648"
"Population Projections based on Census 2022","2046","21 years","Both sexes","Method - M3","Number","56159"
"Population Projections based on Census 2022","2046","22 years","Both sexes","Method - M1","Number","66589"
"Population Projections based on Census 2022","2046","22 years","Both sexes","Method - M2","Number","62443"
"Population Projections based on Census 2022","2046","22 years","Both sexes","Method - M3","Number","56611"
"Population Projections based on Census 2022","2046","23 years","Both sexes","Method - M1","Number","69217"
"Population Projections based on Census 2022","2046","23 years","Both sexes","Method - M2","Number","64861"
"Population Projections based on Census 2022","2046","23 years","Both sexes","Method - M3","Number","58624"
"Population Projections based on Census 2022","2046","24 years","Both sexes","Method - M1","Number","69451"
"Population Projections based on Census 2022","2046","24 years","Both sexes","Method - M2","Number","64887"
"Population Projections based on Census 2022","2046","24 years","Both sexes","Method - M3","Number","58237"
"Population Projections based on Census 2022","2046","25 years","Both sexes","Method - M1","Number","69406"
"Population Projections based on Census 2022","2046","25 years","Both sexes","Method - M2","Number","64585"
"Population Projections based on Census 2022","2046","25 years","Both sexes","Method - M3","Number","57638"
"Population Projections based on Census 2022","2046","26 years","Both sexes","Method - M1","Number","72933"
"Population Projections based on Census 2022","2046","26 years","Both sexes","Method - M2","Number","67852"
"Population Projections based on Census 2022","2046","26 years","Both sexes","Method - M3","Number","60605"
"Population Projections based on Census 2022","2046","27 years","Both sexes","Method - M1","Number","75223"
"Population Projections based on Census 2022","2046","27 years","Both sexes","Method - M2","Number","69883"
"Population Projections based on Census 2022","2046","27 years","Both sexes","Method - M3","Number","62323"
"Population Projections based on Census 2022","2046","28 years","Both sexes","Method - M1","Number","77190"
"Population Projections based on Census 2022","2046","28 years","Both sexes","Method - M2","Number","71589"
"Population Projections based on Census 2022","2046","28 years","Both sexes","Method - M3","Number","63712"
"Population Projections based on Census 2022","2046","29 years","Both sexes","Method - M1","Number","80563"
"Population Projections based on Census 2022","2046","29 years","Both sexes","Method - M2","Number","74693"
"Population Projections based on Census 2022","2046","29 years","Both sexes","Method - M3","Number","66493"
"Population Projections based on Census 2022","2046","30 years","Both sexes","Method - M1","Number","83966"
"Population Projections based on Census 2022","2046","30 years","Both sexes","Method - M2","Number","77906"
"Population Projections based on Census 2022","2046","30 years","Both sexes","Method - M3","Number","69465"
"Population Projections based on Census 2022","2046","31 years","Both sexes","Method - M1","Number","86965"
"Population Projections based on Census 2022","2046","31 years","Both sexes","Method - M2","Number","80715"
"Population Projections based on Census 2022","2046","31 years","Both sexes","Method - M3","Number","72035"
"Population Projections based on Census 2022","2046","32 years","Both sexes","Method - M1","Number","89413"
"Population Projections based on Census 2022","2046","32 years","Both sexes","Method - M2","Number","82976"
"Population Projections based on Census 2022","2046","32 years","Both sexes","Method - M3","Number","74127"
"Population Projections based on Census 2022","2046","33 years","Both sexes","Method - M1","Number","91517"
"Population Projections based on Census 2022","2046","33 years","Both sexes","Method - M2","Number","84885"
"Population Projections based on Census 2022","2046","33 years","Both sexes","Method - M3","Number","75871"
"Population Projections based on Census 2022","2046","34 years","Both sexes","Method - M1","Number","94177"
